"24-HOUR MAN/EMMANUEL"	"AA2 35"
"ASHER, MICHAEL"	"BHOOD 2"
"ASHUR"	"NW2 3"
"ASKANI"	"XF 66"
"ASKANI"	"XF 67"
"ASKANI"	"XF 68"
"ASMODEUS"	"DRSTR 175"
"ASMODEUS"	"DRSTR 176"
"ASMODEUS"	"DRSTR 177"
"ASMODEUS"	"DRSTR 178"
"ASMODEUS"	"GSDEF 2"
"ASP II/CLEO"	"AF 79"
"ASP II/CLEO"	"AF 80"
"ASP II/CLEO"	"CA 310"
"ASP II/CLEO"	"CA 311"
"ASP II/CLEO"	"CA 313"
"ASP II/CLEO"	"CA 315"
"ASP II/CLEO"	"CA 319"
"ASP II/CLEO"	"CA 341"
"ASP II/CLEO"	"CA 342"
"ASP II/CLEO"	"CA 365/2"
"ASP II/CLEO"	"CA 367/2"
"ASP II/CLEO"	"CA 368"
"ASP II/CLEO"	"CA 369"
"ASP II/CLEO"	"CA 371"
"ASP II/CLEO"	"CA 380"
"ASP II/CLEO"	"CA 381"
"ASP II/CLEO"	"CA 382"
"ASP II/CLEO"	"CA 385/2"
"ASP II/CLEO"	"CA 386/2"
"ASP II/CLEO"	"CA 387"
"ASP II/CLEO"	"CA 388"
"ASP II/CLEO"	"CA 389"
"ASP II/CLEO"	"CA 390"
"ASP II/CLEO"	"CA 391"
"ASP II/CLEO"	"CA 392"
"ASP II/CLEO"	"CA 393"
"ASP II/CLEO"	"CA 394/2"
"ASP II/CLEO"	"CA 395/2"
"ASP II/CLEO"	"CA 396/2"
"ASP II/CLEO"	"CA 397/2"
"ASP II/CLEO"	"UX@ 13"
"ASSAULT/"	"NF3 33"
"ASSAULT/"	"NF3 34"
"ASSAULT/"	"NF3 35"
"ASTARTE"	"XFOR 93"
"ASTER, LUCIAN"	"DRSTR@ 2"
"ASTER, LUCIAN"	"H@ 18/2"
"ASTER, LUCIAN"	"N@ 2"
"ASTER, LUCIAN"	"SS@ 5"
"ASTRA II"	"UX 366"
"ASTRA II"	"UX 367"
"ASTRA II"	"X 86"
"ASTRA II"	"X 87"
"ASTRA II"	"XMF 4"
"ASTRA"	"AWC 82"
"ASTRA"	"INH3 3"
"ASTRA"	"INH3 4"
"ASTRA"	"T 446"
"ASTRA"	"UX 107"
"ASTRA"	"UX 108"
"ASTRA"	"XSOS 2"
"ASTROLOGER/"	"AA2 5/2"
"ASTROLOGER/"	"AA2 6/2"
"ASTROLOGER/"	"AA2 7/2"
"ASTRONOMER"	"SS3 15"
"ASTRONOMER"	"SS3 16"
"ASTRONOMER"	"SS3 17"
"ASTRONOMER"	"SS3 4"
"ASTRONOMER"	"SS3 7"
"ASTRONOMER"	"SS3 9"
"ASTROVIK, ARNOLD"	"M/SH3 7/4"
"ASTROVIK, ARNOLD"	"NW 20"
"ASTROVIK, ARNOLD"	"NW 3"
"ASTROVIK, ARNOLD"	"NW 7"
"ASTROVIK, NORMA"	"A 170"
"ASTROVIK, NORMA"	"GSDEF 5"
"ASTROVIK, NORMA"	"JUSTICE 2"
"ASTROVIK, NORMA"	"JUSTICE 3"
"ASTROVIK, NORMA"	"JUSTICE 4"
"ASTROVIK, NORMA"	"M/SH3 7/4"
"ASTROVIK, NORMA"	"NW 20"
"ASTROVIK, NORMA"	"NW 21"
"ASTROVIK, NORMA"	"NW 24"
"ASTROVIK, NORMA"	"NW 25"
"ASTROVIK, NORMA"	"NW 3"
"ASTROVIK, NORMA"	"NW@ 1/3"
"ASTROVIK, NORMA"	"TG 32"
"ASYLUM II/HENRIQUE M"	"NW 52"
"ASYLUM II/HENRIQUE M"	"NW 60"
"ASYLUM II/HENRIQUE M"	"NW 63"
"ASYLUM/"	"NW 15"
"ASYLUM/"	"NW 16"
"ASYLUM/"	"NW 4"
"ATALANTA"	"H2 376"
"ATALANTA"	"H2 379"
"ATALANTA"	"H2 381"
"ATALANTA"	"H2 382"
"ATALANTA"	"H2 391"
"ATALANTA"	"H2 393"
"ATALANTA"	"H2 394"
"ATALANTA"	"H2 395"
"ATALANTA"	"H2 397"
"ATALANTA"	"H2 398"
"ATALANTA"	"H2 399"
"ATALANTA"	"H2 421"
"ATALANTA"	"H2 423"
"ATALANTA"	"H2 424"
"ATALANTA"	"H2 425"
"ATALANTA"	"H2 445"
"ATALANTA"	"H2 446"
"ATALANTA"	"H2 447"
"ATALANTA"	"H2 448"
"ATALANTA"	"H@ '97"
"ATALANTA"	"H@ 18/3"
"ATALANTA"	"XF 76"
"ATALON"	"AA2 27"
"ATALON"	"AA2 28"
"ATALON"	"AA2 29"
"ATALON"	"AA2 31"
"ATHENA [GREEK GOD]"	"A 283"
"ATHENA [GREEK GOD]"	"A 284"
"ATHENA [GREEK GOD]"	"A 285"
"ATHENA [GREEK GOD]"	"CHAMP 2"
"ATHENA [GREEK GOD]"	"NW2 10"
"ATHENA [GREEK GOD]"	"T 289"
"ATHENA [GREEK GOD]"	"T 291"
"ATHENA [GREEK GOD]"	"T 292"
"ATKINSON, MAJ. EDMON"	"XF 137"
"ATKINSON, MAJ. EDMON"	"XF 139"
"ATKINSON, MAJ. EDMON"	"XF 142"
"ATLAS III"	"T2 7"
"ATLAS"	"A 346"
"ATLAS"	"A 347"
"ATLAS"	"A 380/2"
"ATLAS"	"A 381/2"
"ATLAS"	"A 382/3"
"ATLAS"	"AWC 81"
"ATLAS"	"Q 10"
"ATLAS"	"Q 32"
"ATLAS"	"Q 33"
"ATLAS"	"Q 9"
"ATLAS"	"WM2 7"
"ATOM SMASHER II/"	"IM 287"
"ATOM SMASHER II/"	"IM 288"
"ATOM SMASHER/"	"M/TIO 54"
"ATOM-SMASHER/"	"BG 1"
"ATOM-SMASHER/"	"BG 2"
"ATOM-SMASHER/"	"BG 3"
"ATOR, GENERAL"	"AR 1"
"ATOR, GENERAL"	"AR 2"
"ATOR, GENERAL"	"FF 398"
"ATOR, GENERAL"	"FF 399"
"ATOR, GENERAL"	"FFOR 8"
"ATOR, GENERAL"	"FFU 11"
"ATTRACTIVE LAD/AUNDR"	"IM '99"
"ATTUMA"	"A 154"
"ATTUMA"	"A 155"
"ATTUMA"	"A 156"
"ATTUMA"	"A 26"
"ATTUMA"	"A 27"
"ATTUMA"	"A 272"
"ATTUMA"	"A3 42"
"ATTUMA"	"A3 43"
"ATTUMA"	"A@ 17"
"ATTUMA"	"A@ 18"
"ATTUMA"	"AF 33"
"ATTUMA"	"AF 34"
"ATTUMA"	"AF 35"
"ATTUMA"	"AF 36"
"ATTUMA"	"AF 37"
"ATTUMA"	"AF 38"
"ATTUMA"	"AF 39"
"ATTUMA"	"BIZ ADV 27"
"ATTUMA"	"CV 2"
"ATTUMA"	"DEF 7"
"ATTUMA"	"DEF 8"
"ATTUMA"	"DEF2 2"
"ATTUMA"	"DEF2 5"
"ATTUMA"	"DEF2 7"
"ATTUMA"	"FF 33"
"ATTUMA"	"FF@ 3"
"ATTUMA"	"H '98"
"ATTUMA"	"IM@ 10"
"ATTUMA"	"IM@ 10/2"
"ATTUMA"	"N 52"
"ATTUMA"	"N 53"
"ATTUMA"	"N@ 1"
"ATTUMA"	"SUB-M 31"
"ATTUMA"	"SUB-M 36"
"ATTUMA"	"SUB-M 37"
"ATTUMA"	"SUB-M 4"
"ATTUMA"	"SVTU 1"
"ATTUMA"	"SVTU 10"
"ATTUMA"	"SVTU 2"
"ATTUMA"	"SVTU 3"
"ATTUMA"	"SVTU 9"
"ATTUMA"	"TOS 66"
"ATTUMA"	"TTA 64"
"ATTUMA"	"TTA 88"
"ATTUMA"	"TTA 89"
"ATTUMA"	"TTA 91"
"ATTUMA"	"WOSM@ 5"
"ATTUMA"	"XF@ 4"
"AUGUST PERSONAGE IN "	"DHKF 10"
"AUGUST PERSONAGE IN "	"DHKF 21"
"AUGUST PERSONAGE IN "	"IF 6"
"AUGUST PERSONAGE IN "	"IF 7"
"AUGUST PERSONAGE IN "	"IFW 2"
"AUGUST PERSONAGE IN "	"IFW 3"
"AUGUST PERSONAGE IN "	"IFW 4"
"AUGUST PERSONAGE IN "	"M/PRM 15"
"AUGUST PERSONAGE IN "	"M/PRM 16"
"AUGUST PERSONAGE IN "	"M/PRM 18"
"AUGUST PERSONAGE IN "	"M/PRM 22"
"AUGUST PERSONAGE IN "	"M/TU 64"
"AUGUST PERSONAGE IN "	"PM&IF 119"
"AUGUST PERSONAGE IN "	"PM&IF 74"
"AUGUST PERSONAGE IN "	"PM&IF 75"
"AUNTIE FREEZE/"	"TG 33"
"AUNTIE FREEZE/"	"TG 35"
"AURA/ANN HERD"	"ASM2 3"
"AURA/ANN HERD"	"PPTSS 255"
"AURA/ANN HERD"	"SENSM 25"
"AURA/ANN HERD"	"SENSM 33"
"AURA/ANN HERD"	"SSCARSPI 1"
"AURA/ANN HERD"	"WOSS 2"
"AURIC/"	"AF 76"
"AURIC/"	"AF 79"
"AURIC/"	"AF 80"
"AURIC/"	"AF 84"
"AURIC/"	"AF 85"
"AURIC/"	"AF 86"
"AURIC/"	"AF 87"
"AURIC/"	"AF 88"
"AURIC/"	"AF 89"
"AURIC/"	"AF 90"
"AURIC/"	"ASM@ 26"
"AURIC/"	"WOSM@ 8"
"AURORA DOPPELGANGER"	"AF 111"
"AURORA | MUTANT X-VE"	"MX 3"
"AURORA/JEANNE-MARIE "	"A 272"
"AURORA/JEANNE-MARIE "	"AF 1"
"AURORA/JEANNE-MARIE "	"AF 10"
"AURORA/JEANNE-MARIE "	"AF 10/2"
"AURORA/JEANNE-MARIE "	"AF 102"
"AURORA/JEANNE-MARIE "	"AF 104"
"AURORA/JEANNE-MARIE "	"AF 105"
"AURORA/JEANNE-MARIE "	"AF 106"
"AURORA/JEANNE-MARIE "	"AF 107"
"AURORA/JEANNE-MARIE "	"AF 108"
"AURORA/JEANNE-MARIE "	"AF 109"
"AURORA/JEANNE-MARIE "	"AF 109/2"
"AURORA/JEANNE-MARIE "	"AF 110"
"AURORA/JEANNE-MARIE "	"AF 111"
"AURORA/JEANNE-MARIE "	"AF 112"
"AURORA/JEANNE-MARIE "	"AF 113"
"AURORA/JEANNE-MARIE "	"AF 114"
"AURORA/JEANNE-MARIE "	"AF 115"
"AURORA/JEANNE-MARIE "	"AF 12"
"AURORA/JEANNE-MARIE "	"AF 14"
"AURORA/JEANNE-MARIE "	"AF 15"
"AURORA/JEANNE-MARIE "	"AF 17"
"AURORA/JEANNE-MARIE "	"AF 2"
"AURORA/JEANNE-MARIE "	"AF 20"
"AURORA/JEANNE-MARIE "	"AF 21"
"AURORA/JEANNE-MARIE "	"AF 22"
"AURORA/JEANNE-MARIE "	"AF 23"
"AURORA/JEANNE-MARIE "	"AF 24"
"AURORA/JEANNE-MARIE "	"AF 25"
"AURORA/JEANNE-MARIE "	"AF 26"
"AURORA/JEANNE-MARIE "	"AF 27"
"AURORA/JEANNE-MARIE "	"AF 28"
"AURORA/JEANNE-MARIE "	"AF 29"
"AURORA/JEANNE-MARIE "	"AF 3"
"AURORA/JEANNE-MARIE "	"AF 30"
"AURORA/JEANNE-MARIE "	"AF 31"
"AURORA/JEANNE-MARIE "	"AF 32"
"AURORA/JEANNE-MARIE "	"AF 33"
"AURORA/JEANNE-MARIE "	"AF 34"
"AURORA/JEANNE-MARIE "	"AF 35"
"AURORA/JEANNE-MARIE "	"AF 36"
"AURORA/JEANNE-MARIE "	"AF 37"
"AURORA/JEANNE-MARIE "	"AF 38"
"AURORA/JEANNE-MARIE "	"AF 39"
"AURORA/JEANNE-MARIE "	"AF 4"
"AURORA/JEANNE-MARIE "	"AF 40"
"AURORA/JEANNE-MARIE "	"AF 41"
"AURORA/JEANNE-MARIE "	"AF 42"
"AURORA/JEANNE-MARIE "	"AF 43"
"AURORA/JEANNE-MARIE "	"AF 44"
"AURORA/JEANNE-MARIE "	"AF 45"
"AURORA/JEANNE-MARIE "	"AF 46"
"AURORA/JEANNE-MARIE "	"AF 48"
"AURORA/JEANNE-MARIE "	"AF 49"
"AURORA/JEANNE-MARIE "	"AF 50"
"AURORA/JEANNE-MARIE "	"AF 52"
"AURORA/JEANNE-MARIE "	"AF 64"
"AURORA/JEANNE-MARIE "	"AF 7"
"AURORA/JEANNE-MARIE "	"AF 8"
"AURORA/JEANNE-MARIE "	"AF 81"
"AURORA/JEANNE-MARIE "	"AF 82"
"AURORA/JEANNE-MARIE "	"AF 84"
"AURORA/JEANNE-MARIE "	"AF 85"
"AURORA/JEANNE-MARIE "	"AF 86"
"AURORA/JEANNE-MARIE "	"AF 87"
"AURORA/JEANNE-MARIE "	"AF 88"
"AURORA/JEANNE-MARIE "	"AF 89"
"AURORA/JEANNE-MARIE "	"AF 9/2"
"AURORA/JEANNE-MARIE "	"AF 90"
"AURORA/JEANNE-MARIE "	"AF 91"
"AURORA/JEANNE-MARIE "	"AF 92"
"AURORA/JEANNE-MARIE "	"AF 93"
"AURORA/JEANNE-MARIE "	"AF 94"
"AURORA/JEANNE-MARIE "	"AF 95"
"AURORA/JEANNE-MARIE "	"AF 98"
"AURORA/JEANNE-MARIE "	"AF2 12"
"AURORA/JEANNE-MARIE "	"AF2 15"
"AURORA/JEANNE-MARIE "	"AF2 18"
"AURORA/JEANNE-MARIE "	"AF2 19"
"AURORA/JEANNE-MARIE "	"AF2 20"
"AURORA/JEANNE-MARIE "	"AF@ 1"
"AURORA/JEANNE-MARIE "	"COC 1"
"AURORA/JEANNE-MARIE "	"CX 27"
"AURORA/JEANNE-MARIE "	"H2 277"
"AURORA/JEANNE-MARIE "	"H2 279"
"AURORA/JEANNE-MARIE "	"H2 313"
"AURORA/JEANNE-MARIE "	"IW 1"
"AURORA/JEANNE-MARIE "	"IW 2"
"AURORA/JEANNE-MARIE "	"IW 3"
"AURORA/JEANNE-MARIE "	"M/FAN 28"
"AURORA/JEANNE-MARIE "	"M/TIO 84"
"AURORA/JEANNE-MARIE "	"M/TU@ 7"
"AURORA/JEANNE-MARIE "	"MM 18"
"AURORA/JEANNE-MARIE "	"Q 38"
"AURORA/JEANNE-MARIE "	"SWII 4"
"AURORA/JEANNE-MARIE "	"SWII 9"
"AURORA/JEANNE-MARIE "	"UX 120"
"AURORA/JEANNE-MARIE "	"UX 121"
"AURORA/JEANNE-MARIE "	"UX 379"
"AURORA/JEANNE-MARIE "	"W2 142"
"AURORA/JEANNE-MARIE "	"W2 143"
"AURORA/JEANNE-MARIE "	"X&AF 1"
"AURORA/JEANNE-MARIE "	"X&AF 2"
"AURORA/JEANNE-MARIE "	"X&AF2 1"
"AURORA/JEANNE-MARIE "	"X&AF2 2"
"AURORA/JEANNE-MARIE "	"XF 116"
"AURORA/JEANNE-MARIE "	"XF 143"
"AURORA/JEANNE-MARIE "	"XM 28"
"AUSTIN, GEN."	"C2 91"
"AUSTIN, GEN."	"C2 92"
"AUSTIN, SUSAN"	"M/SH3 9/2"
"AUSTIN, SUSAN"	"T 392"
"AUSTIN, SUSAN"	"T 405"
"AUSTIN, SUSAN"	"T 408"
"AUSTIN, SUSAN"	"T 411"
"AUSTIN, SUSAN"	"T 412"
"AUSTIN, SUSAN"	"T 413"
"AUSTIN, SUSAN"	"T 414"
"AUSTIN, SUSAN"	"T 416"
"AUSTIN, SUSAN"	"T 417"
"AUSTIN, SUSAN"	"T 419"
"AUSTIN, SUSAN"	"T 420"
"AUSTIN, SUSAN"	"T 421"
"AUSTIN, SUSAN"	"T 422"
"AUSTIN, SUSAN"	"T 423"
"AUSTIN, SUSAN"	"T 427"
"AUSTIN, SUSAN"	"T 429"
"AUSTIN, SUSAN"	"T 430"
"AUSTIN, SUSAN"	"T 431"
"AUSTIN, SUSAN"	"T 432"
"AUSTIN, SUSAN"	"T 433"
"AUSTIN, SUSAN"	"T 435"
"AUSTIN, SUSAN"	"T 437"
"AUSTIN, SUSAN"	"T 438"
"AUSTIN, SUSAN"	"T 440"
"AUSTIN, SUSAN"	"T 443"
"AUSTIN, SUSAN"	"T 444"
"AUSTIN, SUSAN"	"T 448"
"AUSTIN, SUSAN"	"T 449"
"AUSTIN, SUSAN"	"T 451"
"AUSTIN, SUSAN"	"T 453"
"AUSTIN, SUSAN"	"T 455/2"
"AUSTIN, SUSAN"	"T 456"
"AUSTIN, SUSAN"	"TS 10"
"AUSTIN, SUSAN"	"TS 11"
"AUSTIN, SUSAN"	"TS 13"
"AUSTIN, SUSAN"	"TS 15"
"AUSTIN, SUSAN"	"TS 19"
"AUSTIN, SUSAN"	"TS 22"
"AUSTIN, TERRY"	"UX 120"
"AUSTIN, TERRY"	"UX 123"
"AUTHIER, POLICE CHIE"	"GENX 33"
"AUTHIER, POLICE CHIE"	"GENX 36"
"AUTHIER, POLICE CHIE"	"GENX 37"
"AUTHIER, POLICE CHIE"	"GENX 40"
"AUTHIER, POLICE CHIE"	"GENX 42"
"AUTHIER, POLICE CHIE"	"GENX 46"
"AUTHIER, POLICE CHIE"	"XU 20"
"AUTHIER, TRACY TRACE"	"GENX 33"
"AUTHIER, TRACY TRACE"	"GENX 34"
"AUTHIER, TRACY TRACE"	"GENX 35"
"AUTHIER, TRACY TRACE"	"GENX 36"
"AUTHIER, TRACY TRACE"	"GENX 37"
"AUTHIER, TRACY TRACE"	"GENX 38"
"AUTHIER, TRACY TRACE"	"GENX 39"
"AUTHIER, TRACY TRACE"	"GENX 44"
"AUTHORITY/"	"M/TU2 1"
"AUTHORITY/"	"M/TU2 2"
"AUTHORITY/"	"M/TU2 3"
"AUTHORITY/"	"M/TU2 4"
"AUTHORITY/"	"M/TU2 5"
"AUTOLYCUS"	"SS3 46"
"AUTOLYCUS"	"SS3 47"
"AUTOLYCUS"	"SS3 48"
"AVALANCHE/DOMINIC PE"	"A 312"
"AVALANCHE/DOMINIC PE"	"A@ 10"
"AVALANCHE/DOMINIC PE"	"A@ 15"
"AVALANCHE/DOMINIC PE"	"AWC 84"
"AVALANCHE/DOMINIC PE"	"C2 87"
"AVALANCHE/DOMINIC PE"	"CA 333"
"AVALANCHE/DOMINIC PE"	"CA 334"
"AVALANCHE/DOMINIC PE"	"CA 339"
"AVALANCHE/DOMINIC PE"	"CA 346"
"AVALANCHE/DOMINIC PE"	"H2 263"
"AVALANCHE/DOMINIC PE"	"H2 369"
"AVALANCHE/DOMINIC PE"	"M/CP 41/4"
"AVALANCHE/DOMINIC PE"	"M/CP 82/2"
"AVALANCHE/DOMINIC PE"	"M/CP 83/2"
"AVALANCHE/DOMINIC PE"	"M/CP 84/2"
"AVALANCHE/DOMINIC PE"	"M/CP 86/2"
"AVALANCHE/DOMINIC PE"	"M/SH3 11/3"
"AVALANCHE/DOMINIC PE"	"NM 65"
"AVALANCHE/DOMINIC PE"	"NM 78"
"AVALANCHE/DOMINIC PE"	"NM 80"
"AVALANCHE/DOMINIC PE"	"NM 82"
"AVALANCHE/DOMINIC PE"	"NM@ 7/2"
"AVALANCHE/DOMINIC PE"	"PUN2 29"
"AVALANCHE/DOMINIC PE"	"QS 6"
"AVALANCHE/DOMINIC PE"	"QS 8"
"AVALANCHE/DOMINIC PE"	"QS 9"
"AVALANCHE/DOMINIC PE"	"ROM 31"
"AVALANCHE/DOMINIC PE"	"UX 141"
"AVALANCHE/DOMINIC PE"	"UX 142"
"AVALANCHE/DOMINIC PE"	"UX 177"
"AVALANCHE/DOMINIC PE"	"UX 178"
"AVALANCHE/DOMINIC PE"	"UX 199"
"AVALANCHE/DOMINIC PE"	"UX 206"
"AVALANCHE/DOMINIC PE"	"UX 223"
"AVALANCHE/DOMINIC PE"	"UX 224"
"AVALANCHE/DOMINIC PE"	"UX 225"
"AVALANCHE/DOMINIC PE"	"UX 226"
"AVALANCHE/DOMINIC PE"	"UX 227"
"AVALANCHE/DOMINIC PE"	"UX 255"
"AVALANCHE/DOMINIC PE"	"UX@ 15/2"
"AVALANCHE/DOMINIC PE"	"WCA@ 1"
"AVALANCHE/DOMINIC PE"	"X 106"
"AVALANCHE/DOMINIC PE"	"XF 10"
"AVALANCHE/DOMINIC PE"	"XF 108"
"AVALANCHE/DOMINIC PE"	"XF 109"
"AVALANCHE/DOMINIC PE"	"XF 30"
"AVALANCHE/DOMINIC PE"	"XF 31"
"AVALANCHE/DOMINIC PE"	"XF 33"
"AVALANCHE/DOMINIC PE"	"XF 8"
"AVALANCHE/DOMINIC PE"	"XF 9"
"AVALANCHE/DOMINIC PE"	"XF@ 6/2"
"AVALANCHE/DOMINIC PE"	"XMF 2"
"AVANDALIA"	"C&D3 16"
"AVANDALIA"	"C&D3 17"
"AVANDALIA"	"C&D3 18"
"AVANDALIA"	"C&D3 19"
"AVATAR II/PRINCESS A"	"SS3 65"
"AVATAR II/PRINCESS A"	"SS3 66"
"AVATAR"	"UX 285"
"AVATAR"	"UX 286"
"AVIA"	"X:HY 10"
"AVIA"	"X:HY 11"
"AVIA"	"X:HY 14"
"AVIA"	"X:HY 15"
"AVIA"	"X:HY 16"
"AVIA"	"X:HY 17"
"AVIA"	"X:HY 2"
"AVIA"	"X:HY 3"
"AVIA"	"X:HY 4"
"AVIA"	"X:HY 5"
"AVIA"	"X:HY 6"
"AVIA"	"X:HY 7"
"AVIA"	"X:HY 8"
"AVIOS"	"MAXSEC 3"
"AVIOS"	"MAXSEC:DP"
"AVIUS"	"FF 129"
"AVIUS"	"INH 1"
"AVIUS"	"INH 2"
"AVIUS"	"INH 5"
"AVRIL, SALLY"	"AAF 15"
"AVRIL, SALLY"	"AAF 16"
"AVRIL, SALLY"	"AAF 18"
"AVRIL, SALLY"	"UTSM 1"
"AVRIL, SALLY"	"UTSM 10"
"AVRIL, SALLY"	"UTSM 11"
"AVRIL, SALLY"	"UTSM 12"
"AVRIL, SALLY"	"UTSM 13"
"AVRIL, SALLY"	"UTSM 2"
"AVRIL, SALLY"	"UTSM 3"
"AVRIL, SALLY"	"UTSM 4"
"AVRIL, SALLY"	"UTSM 5"
"AVRIL, SALLY"	"UTSM 6"
"AVRIL, SALLY"	"UTSM 7"
"AVRIL, SALLY"	"UTSM 8"
"AVRIL, SALLY"	"UTSM 9"
"AVRIL, YVETTE"	"IM3 8"
"AWESOME ANDROID"	"FF3 43"
"AWESOME ANDROID"	"FF3 44"
"AWESOME ANDROID"	"HFH 1"
"AXE/"	"NM 29"
"AXE/"	"NM 7"
"AXE/"	"W2 164"
"AXIS/"	"M/:LG 6"
"AYALA, AWILDA"	"DHKF 20/2"
"AYALA, AWILDA"	"DHKF 21/2"
"AYALA, AWILDA"	"DHKF 22/2"
"AYALA, AWILDA"	"DHKF 23/2"
"AYALA, AWILDA"	"DHKF 24/2"
"AYALA, AWILDA"	"DHKF 26"
"AYALA, AWILDA"	"DHKF 27"
"AYALA, AWILDA"	"DHKF 29/2"
"AYALA, AWILDA"	"DHKF 30"
"AYALA, FILIPPO"	"DHKF 27"
"AYALA, FILIPPO"	"DHKF 29/2"
"AYALA, FILIPPO"	"DHKF 30"
"AYALA, FILIPPO"	"DHKF 31"
"AYALA, MRS."	"DHKF 20/2"
"AYALA, MRS."	"DHKF 21/2"
"AYALA, MRS."	"DHKF 22/2"
"AYALA, MRS."	"DHKF 27"
"AYALA, MRS."	"DHKF 29/2"
"AYALA, NESTOR"	"DHKF 22/2"
"AYESHA"	"FF3 11"
"AYESHA"	"FF3 12"
"AZAZEL II"	"PUN4 3"
"AZAZEL"	"C2 84"
"AZIR"	"M/PRM 17"
"AZIR"	"PM&IF 105"
"AZIR"	"PM&IF 60"
"AZIR"	"PM&IF 81"
"AZIR"	"PM&IF 82"
"AZOPARDI"	"DRSTR3 68"
"AZOR"	"H '98"
"AZRAEL"	"DRSTR3 19"
"AZURE"	"XF 55"
